item_id,version_no,category_key,parent_id,parent_version,parent_category
90,1,Age/SYA,T,1,Age/All
91,1,Age/SYA,T,1,Age/All
92,1,Age/SYA,T,1,Age/All
93,1,Age/SYA,T,1,Age/All
94,1,Age/SYA,T,1,Age/All
95,1,Age/SYA,T,1,Age/All
96,1,Age/SYA,T,1,Age/All
97,1,Age/SYA,T,1,Age/All
98,1,Age/SYA,T,1,Age/All
99,1,Age/SYA,T,1,Age/All
100plus,1,Age/SYA,T,1,Age/All
90plus,1,Age/SYA,T,1,Age/All
85plus,1,Age/SYA,T,1,Age/All
75plus,1,Age/SYA,T,1,Age/All
5A,1,Age/5YR,T,1,Age/All
5B,1,Age/5YR,T,1,Age/All
5C,1,Age/5YR,T,1,Age/All
5D,1,Age/5YR,T,1,Age/All
5E,1,Age/5YR,T,1,Age/All
5F,1,Age/5YR,T,1,Age/All
5G,1,Age/5YR,T,1,Age/All
5H,1,Age/5YR,T,1,Age/All
5I,1,Age/5YR,T,1,Age/All
5J,1,Age/5YR,T,1,Age/All
5K,1,Age/5YR,T,1,Age/All
5L,1,Age/5YR,T,1,Age/All
5M,1,Age/5YR,T,1,Age/All
5N,1,Age/5YR,T,1,Age/All
5O,1,Age/5YR,T,1,Age/All
5P,1,Age/5YR,T,1,Age/All
5Q,1,Age/5YR,T,1,Age/All
5R,1,Age/5YR,T,1,Age/All
10A,1,Age/10Y,T,1,Age/All
10B,1,Age/10Y,T,1,Age/All
10C,1,Age/10Y,T,1,Age/All
10D,1,Age/10Y,T,1,Age/All
10E,1,Age/10Y,T,1,Age/All
10F,1,Age/10Y,T,1,Age/All
10G,1,Age/10Y,T,1,Age/All
10H,1,Age/10Y,T,1,Age/All
10I,1,Age/10Y,T,1,Age/All
Educ1,1,Age/Educ,T,1,Age/All
Educ2,1,Age/Educ,T,1,Age/All
Educ3,1,Age/Educ,T,1,Age/All
Educ4,1,Age/Educ,T,1,Age/All
Educ5,1,Age/Educ,T,1,Age/All
Educ6,1,Age/Educ,T,1,Age/All
Educ7,1,Age/Educ,T,1,Age/All
Educ8,1,Age/Educ,T,1,Age/All
Educ9,1,Age/Educ,T,1,Age/All
Educ10,1,Age/Educ,T,1,Age/All
Educ11,1,Age/Educ,T,1,Age/All
NSW11,1,Age/NSW7,NSW1,1,Age/NSW3
NSW12,1,Age/NSW7,NSW1,1,Age/NSW3
NSW13,1,Age/NSW7,NSW1,1,Age/NSW3
NSW21,1,Age/NSW7,NSW2,1,Age/NSW3
NSW22,1,Age/NSW7,NSW2,1,Age/NSW3
NSW31,1,Age/NSW7,NSW3,1,Age/NSW3
NSW32,1,Age/NSW7,NSW3,1,Age/NSW3
NSW1,1,Age/NSW3,T,1,Age/All
NSW2,1,Age/NSW3,T,1,Age/All
NSW3,1,Age/NSW3,T,1,Age/All
agri530,1,Geog/AgriReg,596,1,Geog/ITL1
agri528,1,Geog/AgriReg,596,1,Geog/ITL1
agri526,1,Geog/AgriReg,596,1,Geog/ITL1
agri524,1,Geog/AgriReg,596,1,Geog/ITL1
agriSW,1,Geog/AgriReg,596,1,Geog/ITL1
agriNE,1,Geog/AgriReg,596,1,Geog/ITL1
agriNW,1,Geog/AgriReg,596,1,Geog/ITL1
NWEAB,1,Geog/CityReg,596,1,Geog/ITL1
GMWP,1,Geog/CityReg,596,1,Geog/ITL1
SBCR,1,Geog/CityReg,596,1,Geog/ITL1
CCR,1,Geog/CityReg,596,1,Geog/ITL1
W19000001,1,Geog/EconArea,596,1,Geog/ITL1
W19000002,1,Geog/EconArea,596,1,Geog/ITL1
W19000003,1,Geog/EconArea,596,1,Geog/ITL1
W19000004,1,Geog/EconArea,596,1,Geog/ITL1
450,1,Geog/SenReg,596,1,Geog/ITL1
410,1,Geog/SenReg,596,1,Geog/ITL1
440,1,Geog/SenReg,596,1,Geog/ITL1
420,1,Geog/SenReg,596,1,Geog/ITL1
430,1,Geog/SenReg,596,1,Geog/ITL1
W16000001,1,Geog/EducCons,596,1,Geog/ITL1
W16000002,1,Geog/EducCons,596,1,Geog/ITL1
W16000003,1,Geog/EducCons,596,1,Geog/ITL1
W16000004,1,Geog/EducCons,596,1,Geog/ITL1
572,1,Geog/FireAuth,596,1,Geog/ITL1
574,1,Geog/FireAuth,596,1,Geog/ITL1
576,1,Geog/FireAuth,596,1,Geog/ITL1
TLL1,1,Geog/ITL2,596,1,Geog/ITL1
TLL2,1,Geog/ITL2,596,1,Geog/ITL1
512,1,Geog/LA,596,1,Geog/ITL1
514,1,Geog/LA,596,1,Geog/ITL1
516,1,Geog/LA,596,1,Geog/ITL1
518,1,Geog/LA,596,1,Geog/ITL1
520,1,Geog/LA,596,1,Geog/ITL1
522,1,Geog/LA,596,1,Geog/ITL1
524,1,Geog/LA,596,1,Geog/ITL1
526,1,Geog/LA,596,1,Geog/ITL1
528,1,Geog/LA,596,1,Geog/ITL1
530,1,Geog/LA,596,1,Geog/ITL1
532,1,Geog/LA,596,1,Geog/ITL1
534,1,Geog/LA,596,1,Geog/ITL1
536,1,Geog/LA,596,1,Geog/ITL1
538,1,Geog/LA,596,1,Geog/ITL1
540,1,Geog/LA,596,1,Geog/ITL1
542,1,Geog/LA,596,1,Geog/ITL1
544,1,Geog/LA,596,1,Geog/ITL1
545,1,Geog/LA,596,1,Geog/ITL1
546,1,Geog/LA,596,1,Geog/ITL1
548,1,Geog/LA,596,1,Geog/ITL1
550,1,Geog/LA,596,1,Geog/ITL1
552,1,Geog/LA,596,1,Geog/ITL1
7A1,1,Geog/LHB,596,1,Geog/ITL1
7A7,1,Geog/LHB,596,1,Geog/ITL1
7A2,1,Geog/LHB,596,1,Geog/ITL1
7A3x,1,Geog/LHB,596,1,Geog/ITL1
7A5x,1,Geog/LHB,596,1,Geog/ITL1
7A6,1,Geog/LHB,596,1,Geog/ITL1
7A4,1,Geog/LHB,596,1,Geog/ITL1
7A3,1,Geog/LHB,596,1,Geog/ITL1
7A5,1,Geog/LHB,596,1,Geog/ITL1
456,1,Geog/WestConst,596,1,Geog/ITL1
447,1,Geog/WestConst,596,1,Geog/ITL1
448,1,Geog/WestConst,596,1,Geog/ITL1
451,1,Geog/WestConst,596,1,Geog/ITL1
452,1,Geog/WestConst,596,1,Geog/ITL1
453,1,Geog/WestConst,596,1,Geog/ITL1
445,1,Geog/WestConst,596,1,Geog/ITL1
455,1,Geog/WestConst,596,1,Geog/ITL1
457,1,Geog/WestConst,596,1,Geog/ITL1
458,1,Geog/WestConst,596,1,Geog/ITL1
411,1,Geog/WestConst,596,1,Geog/ITL1
412,1,Geog/WestConst,596,1,Geog/ITL1
413,1,Geog/WestConst,596,1,Geog/ITL1
414,1,Geog/WestConst,596,1,Geog/ITL1
454,1,Geog/WestConst,596,1,Geog/ITL1
434,1,Geog/WestConst,596,1,Geog/ITL1
435,1,Geog/WestConst,596,1,Geog/ITL1
446,1,Geog/WestConst,596,1,Geog/ITL1
437,1,Geog/WestConst,596,1,Geog/ITL1
441,1,Geog/WestConst,596,1,Geog/ITL1
442,1,Geog/WestConst,596,1,Geog/ITL1
443,1,Geog/WestConst,596,1,Geog/ITL1
444,1,Geog/WestConst,596,1,Geog/ITL1
419,1,Geog/WestConst,596,1,Geog/ITL1
415,1,Geog/WestConst,596,1,Geog/ITL1
436,1,Geog/WestConst,596,1,Geog/ITL1
417,1,Geog/WestConst,596,1,Geog/ITL1
427,1,Geog/WestConst,596,1,Geog/ITL1
418,1,Geog/WestConst,596,1,Geog/ITL1
421,1,Geog/WestConst,596,1,Geog/ITL1
422,1,Geog/WestConst,596,1,Geog/ITL1
423,1,Geog/WestConst,596,1,Geog/ITL1
424,1,Geog/WestConst,596,1,Geog/ITL1
426,1,Geog/WestConst,596,1,Geog/ITL1
428,1,Geog/WestConst,596,1,Geog/ITL1
431,1,Geog/WestConst,596,1,Geog/ITL1
432,1,Geog/WestConst,596,1,Geog/ITL1
433,1,Geog/WestConst,596,1,Geog/ITL1
416,1,Geog/WestConst,596,1,Geog/ITL1
425,1,Geog/WestConst,596,1,Geog/ITL1
W07000081,1,Geog/WestConst,596,1,Geog/ITL1
W07000082,1,Geog/WestConst,596,1,Geog/ITL1
W07000083,1,Geog/WestConst,596,1,Geog/ITL1
W07000084,1,Geog/WestConst,596,1,Geog/ITL1
W07000085,1,Geog/WestConst,596,1,Geog/ITL1
W07000086,1,Geog/WestConst,596,1,Geog/ITL1
W07000087,1,Geog/WestConst,596,1,Geog/ITL1
W07000088,1,Geog/WestConst,596,1,Geog/ITL1
W07000089,1,Geog/WestConst,596,1,Geog/ITL1
W07000090,1,Geog/WestConst,596,1,Geog/ITL1
W07000091,1,Geog/WestConst,596,1,Geog/ITL1
W07000092,1,Geog/WestConst,596,1,Geog/ITL1
W07000093,1,Geog/WestConst,596,1,Geog/ITL1
W07000094,1,Geog/WestConst,596,1,Geog/ITL1
W07000095,1,Geog/WestConst,596,1,Geog/ITL1
W07000096,1,Geog/WestConst,596,1,Geog/ITL1
W07000097,1,Geog/WestConst,596,1,Geog/ITL1
W07000098,1,Geog/WestConst,596,1,Geog/ITL1
W07000099,1,Geog/WestConst,596,1,Geog/ITL1
W07000100,1,Geog/WestConst,596,1,Geog/ITL1
W07000101,1,Geog/WestConst,596,1,Geog/ITL1
W07000102,1,Geog/WestConst,596,1,Geog/ITL1
W07000103,1,Geog/WestConst,596,1,Geog/ITL1
W07000104,1,Geog/WestConst,596,1,Geog/ITL1
W07000105,1,Geog/WestConst,596,1,Geog/ITL1
W07000106,1,Geog/WestConst,596,1,Geog/ITL1
W07000107,1,Geog/WestConst,596,1,Geog/ITL1
W07000108,1,Geog/WestConst,596,1,Geog/ITL1
W07000109,1,Geog/WestConst,596,1,Geog/ITL1
W07000110,1,Geog/WestConst,596,1,Geog/ITL1
W07000111,1,Geog/WestConst,596,1,Geog/ITL1
W07000112,1,Geog/WestConst,596,1,Geog/ITL1
562,1,Geog/PolAuth,596,1,Geog/ITL1
564,1,Geog/PolAuth,596,1,Geog/ITL1
566,1,Geog/PolAuth,596,1,Geog/ITL1
568,1,Geog/PolAuth,596,1,Geog/ITL1
TLL11,1,Geog/ITL3,TLL1,1,Geog/ITL2
TLL12,1,Geog/ITL3,TLL1,1,Geog/ITL2
TLL13,1,Geog/ITL3,TLL1,1,Geog/ITL2
TLL14,1,Geog/ITL3,TLL1,1,Geog/ITL2
TLL15,1,Geog/ITL3,TLL1,1,Geog/ITL2
TLL16,1,Geog/ITL3,TLL1,1,Geog/ITL2
TLL17,1,Geog/ITL3,TLL1,1,Geog/ITL2
TLL18,1,Geog/ITL3,TLL1,1,Geog/ITL2
TLL21,1,Geog/ITL3,TLL2,1,Geog/ITL2
TLL22,1,Geog/ITL3,TLL2,1,Geog/ITL2
TLL23,1,Geog/ITL3,TLL2,1,Geog/ITL2
TLL24,1,Geog/ITL3,TLL2,1,Geog/ITL2
512,1,Geog/LA,agriNW,1,Geog/AgriReg
514,1,Geog/LA,agriNW,1,Geog/AgriReg
516,1,Geog/LA,agriNE,1,Geog/AgriReg
518,1,Geog/LA,agriNE,1,Geog/AgriReg
520,1,Geog/LA,agriNE,1,Geog/AgriReg
522,1,Geog/LA,agriNE,1,Geog/AgriReg
524,1,Geog/LA,agri524,1,Geog/AgriReg
526,1,Geog/LA,agri526,1,Geog/AgriReg
528,1,Geog/LA,agri528,1,Geog/AgriReg
530,1,Geog/LA,agri530,1,Geog/AgriReg
532,1,Geog/LA,agriSW,1,Geog/AgriReg
534,1,Geog/LA,agriSW,1,Geog/AgriReg
536,1,Geog/LA,agriSW,1,Geog/AgriReg
538,1,Geog/LA,agriSW,1,Geog/AgriReg
540,1,Geog/LA,agriSW,1,Geog/AgriReg
542,1,Geog/LA,agriSW,1,Geog/AgriReg
544,1,Geog/LA,agriSW,1,Geog/AgriReg
545,1,Geog/LA,agriSW,1,Geog/AgriReg
546,1,Geog/LA,agriSW,1,Geog/AgriReg
548,1,Geog/LA,agriSW,1,Geog/AgriReg
550,1,Geog/LA,agriSW,1,Geog/AgriReg
552,1,Geog/LA,agriSW,1,Geog/AgriReg
512,1,Geog/LA,NWEAB,1,Geog/CityReg
514,1,Geog/LA,NWEAB,1,Geog/CityReg
516,1,Geog/LA,NWEAB,1,Geog/CityReg
518,1,Geog/LA,NWEAB,1,Geog/CityReg
520,1,Geog/LA,NWEAB,1,Geog/CityReg
522,1,Geog/LA,NWEAB,1,Geog/CityReg
524,1,Geog/LA,GMWP,1,Geog/CityReg
526,1,Geog/LA,GMWP,1,Geog/CityReg
528,1,Geog/LA,SBCR,1,Geog/CityReg
530,1,Geog/LA,SBCR,1,Geog/CityReg
532,1,Geog/LA,SBCR,1,Geog/CityReg
534,1,Geog/LA,SBCR,1,Geog/CityReg
536,1,Geog/LA,CCR,1,Geog/CityReg
538,1,Geog/LA,CCR,1,Geog/CityReg
540,1,Geog/LA,CCR,1,Geog/CityReg
542,1,Geog/LA,CCR,1,Geog/CityReg
544,1,Geog/LA,CCR,1,Geog/CityReg
545,1,Geog/LA,CCR,1,Geog/CityReg
546,1,Geog/LA,CCR,1,Geog/CityReg
548,1,Geog/LA,CCR,1,Geog/CityReg
550,1,Geog/LA,CCR,1,Geog/CityReg
552,1,Geog/LA,CCR,1,Geog/CityReg
512,1,Geog/LA,W19000001,1,Geog/EconArea
514,1,Geog/LA,W19000001,1,Geog/EconArea
516,1,Geog/LA,W19000001,1,Geog/EconArea
518,1,Geog/LA,W19000001,1,Geog/EconArea
520,1,Geog/LA,W19000001,1,Geog/EconArea
522,1,Geog/LA,W19000001,1,Geog/EconArea
524,1,Geog/LA,W19000002,1,Geog/EconArea
526,1,Geog/LA,W19000002,1,Geog/EconArea
528,1,Geog/LA,W19000002,1,Geog/EconArea
530,1,Geog/LA,W19000002,1,Geog/EconArea
532,1,Geog/LA,W19000004,1,Geog/EconArea
534,1,Geog/LA,W19000004,1,Geog/EconArea
536,1,Geog/LA,W19000004,1,Geog/EconArea
538,1,Geog/LA,W19000004,1,Geog/EconArea
540,1,Geog/LA,W19000004,1,Geog/EconArea
542,1,Geog/LA,W19000003,1,Geog/EconArea
544,1,Geog/LA,W19000003,1,Geog/EconArea
545,1,Geog/LA,W19000003,1,Geog/EconArea
546,1,Geog/LA,W19000003,1,Geog/EconArea
548,1,Geog/LA,W19000003,1,Geog/EconArea
550,1,Geog/LA,W19000003,1,Geog/EconArea
552,1,Geog/LA,W19000003,1,Geog/EconArea
512,1,Geog/LA,W16000001,1,Geog/EducCons
514,1,Geog/LA,W16000001,1,Geog/EducCons
516,1,Geog/LA,W16000001,1,Geog/EducCons
518,1,Geog/LA,W16000001,1,Geog/EducCons
520,1,Geog/LA,W16000001,1,Geog/EducCons
522,1,Geog/LA,W16000001,1,Geog/EducCons
524,1,Geog/LA,W16000002,1,Geog/EducCons
526,1,Geog/LA,W16000002,1,Geog/EducCons
528,1,Geog/LA,W16000002,1,Geog/EducCons
530,1,Geog/LA,W16000002,1,Geog/EducCons
532,1,Geog/LA,W16000002,1,Geog/EducCons
534,1,Geog/LA,W16000002,1,Geog/EducCons
536,1,Geog/LA,W16000003,1,Geog/EducCons
538,1,Geog/LA,W16000003,1,Geog/EducCons
540,1,Geog/LA,W16000003,1,Geog/EducCons
542,1,Geog/LA,W16000003,1,Geog/EducCons
544,1,Geog/LA,W16000003,1,Geog/EducCons
545,1,Geog/LA,W16000004,1,Geog/EducCons
546,1,Geog/LA,W16000004,1,Geog/EducCons
548,1,Geog/LA,W16000004,1,Geog/EducCons
550,1,Geog/LA,W16000004,1,Geog/EducCons
552,1,Geog/LA,W16000004,1,Geog/EducCons
512,1,Geog/LA,574,1,Geog/FireAuth
514,1,Geog/LA,574,1,Geog/FireAuth
516,1,Geog/LA,574,1,Geog/FireAuth
518,1,Geog/LA,574,1,Geog/FireAuth
520,1,Geog/LA,574,1,Geog/FireAuth
522,1,Geog/LA,574,1,Geog/FireAuth
524,1,Geog/LA,572,1,Geog/FireAuth
526,1,Geog/LA,572,1,Geog/FireAuth
528,1,Geog/LA,572,1,Geog/FireAuth
530,1,Geog/LA,572,1,Geog/FireAuth
532,1,Geog/LA,572,1,Geog/FireAuth
534,1,Geog/LA,572,1,Geog/FireAuth
536,1,Geog/LA,576,1,Geog/FireAuth
538,1,Geog/LA,576,1,Geog/FireAuth
540,1,Geog/LA,576,1,Geog/FireAuth
542,1,Geog/LA,576,1,Geog/FireAuth
544,1,Geog/LA,576,1,Geog/FireAuth
545,1,Geog/LA,576,1,Geog/FireAuth
546,1,Geog/LA,576,1,Geog/FireAuth
548,1,Geog/LA,576,1,Geog/FireAuth
550,1,Geog/LA,576,1,Geog/FireAuth
552,1,Geog/LA,576,1,Geog/FireAuth
512,1,Geog/LA,7A1,1,Geog/LHB
514,1,Geog/LA,7A1,1,Geog/LHB
516,1,Geog/LA,7A1,1,Geog/LHB
518,1,Geog/LA,7A1,1,Geog/LHB
520,1,Geog/LA,7A1,1,Geog/LHB
522,1,Geog/LA,7A1,1,Geog/LHB
524,1,Geog/LA,7A7,1,Geog/LHB
526,1,Geog/LA,7A2,1,Geog/LHB
528,1,Geog/LA,7A2,1,Geog/LHB
530,1,Geog/LA,7A2,1,Geog/LHB
532,1,Geog/LA,7A3x,1,Geog/LHB
534,1,Geog/LA,7A3x,1,Geog/LHB
536,1,Geog/LA,7A3x,1,Geog/LHB
538,1,Geog/LA,7A4,1,Geog/LHB
540,1,Geog/LA,7A5x,1,Geog/LHB
542,1,Geog/LA,7A5x,1,Geog/LHB
544,1,Geog/LA,7A6,1,Geog/LHB
545,1,Geog/LA,7A6,1,Geog/LHB
546,1,Geog/LA,7A6,1,Geog/LHB
548,1,Geog/LA,7A6,1,Geog/LHB
550,1,Geog/LA,7A6,1,Geog/LHB
552,1,Geog/LA,7A4,1,Geog/LHB
532,1,Geog/LA,7A3,1,Geog/LHB
534,1,Geog/LA,7A3,1,Geog/LHB
536,1,Geog/LA,7A5,1,Geog/LHB
540,1,Geog/LA,7A5,1,Geog/LHB
542,1,Geog/LA,7A5,1,Geog/LHB
512,1,Geog/LA,566,1,Geog/PolAuth
514,1,Geog/LA,566,1,Geog/PolAuth
516,1,Geog/LA,566,1,Geog/PolAuth
518,1,Geog/LA,566,1,Geog/PolAuth
520,1,Geog/LA,566,1,Geog/PolAuth
522,1,Geog/LA,566,1,Geog/PolAuth
524,1,Geog/LA,562,1,Geog/PolAuth
526,1,Geog/LA,562,1,Geog/PolAuth
528,1,Geog/LA,562,1,Geog/PolAuth
530,1,Geog/LA,562,1,Geog/PolAuth
532,1,Geog/LA,568,1,Geog/PolAuth
534,1,Geog/LA,568,1,Geog/PolAuth
536,1,Geog/LA,568,1,Geog/PolAuth
538,1,Geog/LA,568,1,Geog/PolAuth
540,1,Geog/LA,568,1,Geog/PolAuth
542,1,Geog/LA,568,1,Geog/PolAuth
544,1,Geog/LA,564,1,Geog/PolAuth
545,1,Geog/LA,564,1,Geog/PolAuth
546,1,Geog/LA,564,1,Geog/PolAuth
548,1,Geog/LA,564,1,Geog/PolAuth
550,1,Geog/LA,564,1,Geog/PolAuth
552,1,Geog/LA,568,1,Geog/PolAuth
456,1,Geog/SenConst,450,1,Geog/SenReg
447,1,Geog/SenConst,440,1,Geog/SenReg
448,1,Geog/SenConst,440,1,Geog/SenReg
451,1,Geog/SenConst,450,1,Geog/SenReg
452,1,Geog/SenConst,450,1,Geog/SenReg
453,1,Geog/SenConst,450,1,Geog/SenReg
445,1,Geog/SenConst,440,1,Geog/SenReg
455,1,Geog/SenConst,450,1,Geog/SenReg
457,1,Geog/SenConst,450,1,Geog/SenReg
458,1,Geog/SenConst,450,1,Geog/SenReg
411,1,Geog/SenConst,410,1,Geog/SenReg
412,1,Geog/SenConst,410,1,Geog/SenReg
413,1,Geog/SenConst,410,1,Geog/SenReg
414,1,Geog/SenConst,410,1,Geog/SenReg
454,1,Geog/SenConst,450,1,Geog/SenReg
434,1,Geog/SenConst,430,1,Geog/SenReg
435,1,Geog/SenConst,430,1,Geog/SenReg
446,1,Geog/SenConst,440,1,Geog/SenReg
437,1,Geog/SenConst,430,1,Geog/SenReg
441,1,Geog/SenConst,440,1,Geog/SenReg
442,1,Geog/SenConst,440,1,Geog/SenReg
443,1,Geog/SenConst,440,1,Geog/SenReg
444,1,Geog/SenConst,440,1,Geog/SenReg
419,1,Geog/SenConst,410,1,Geog/SenReg
415,1,Geog/SenConst,410,1,Geog/SenReg
436,1,Geog/SenConst,430,1,Geog/SenReg
417,1,Geog/SenConst,410,1,Geog/SenReg
427,1,Geog/SenConst,420,1,Geog/SenReg
418,1,Geog/SenConst,410,1,Geog/SenReg
421,1,Geog/SenConst,420,1,Geog/SenReg
422,1,Geog/SenConst,420,1,Geog/SenReg
423,1,Geog/SenConst,420,1,Geog/SenReg
424,1,Geog/SenConst,420,1,Geog/SenReg
426,1,Geog/SenConst,420,1,Geog/SenReg
428,1,Geog/SenConst,420,1,Geog/SenReg
431,1,Geog/SenConst,430,1,Geog/SenReg
432,1,Geog/SenConst,430,1,Geog/SenReg
433,1,Geog/SenConst,430,1,Geog/SenReg
416,1,Geog/SenConst,410,1,Geog/SenReg
425,1,Geog/SenConst,420,1,Geog/SenReg
596,1,Geog/ITL1,K02000001,1,Geog/UK
S92000003,1,Geog/ITL1,K02000001,1,Geog/UK
N92000002,1,Geog/ITL1,K02000001,1,Geog/UK
E12000006,1,Geog/ITL1,K02000001,1,Geog/UK
E12000004,1,Geog/ITL1,K02000001,1,Geog/UK
E12000007,1,Geog/ITL1,K02000001,1,Geog/UK
E12000001,1,Geog/ITL1,K02000001,1,Geog/UK
E12000002,1,Geog/ITL1,K02000001,1,Geog/UK
E12000008,1,Geog/ITL1,K02000001,1,Geog/UK
E12000009,1,Geog/ITL1,K02000001,1,Geog/UK
E12000005,1,Geog/ITL1,K02000001,1,Geog/UK
E12000003,1,Geog/ITL1,K02000001,1,Geog/UK
W01000001,1,Geog/LSOA,W02000007,1,Geog/MSOA
W01000002,1,Geog/LSOA,W02000007,1,Geog/MSOA
W01000003,1,Geog/LSOA,W02000001,1,Geog/MSOA
W01000004,1,Geog/LSOA,W02000001,1,Geog/MSOA
W01000005,1,Geog/LSOA,W02000005,1,Geog/MSOA
W01000006,1,Geog/LSOA,W02000006,1,Geog/MSOA
W01000007,1,Geog/LSOA,W02000009,1,Geog/MSOA
W01000008,1,Geog/LSOA,W02000008,1,Geog/MSOA
W01000009,1,Geog/LSOA,W02000007,1,Geog/MSOA
W01000010,1,Geog/LSOA,W02000002,1,Geog/MSOA
W01000011,1,Geog/LSOA,W02000008,1,Geog/MSOA
W01000012,1,Geog/LSOA,W02000006,1,Geog/MSOA
W01000013,1,Geog/LSOA,W02000005,1,Geog/MSOA
W01000014,1,Geog/LSOA,W02000006,1,Geog/MSOA
W01000015,1,Geog/LSOA,W02000008,1,Geog/MSOA
W01000016,1,Geog/LSOA,W02000003,1,Geog/MSOA
W01000017,1,Geog/LSOA,W02000003,1,Geog/MSOA
W01000018,1,Geog/LSOA,W02000001,1,Geog/MSOA
W01000019,1,Geog/LSOA,W02000005,1,Geog/MSOA
W01000020,1,Geog/LSOA,W02000002,1,Geog/MSOA
W01000021,1,Geog/LSOA,W02000002,1,Geog/MSOA
W01000022,1,Geog/LSOA,W02000004,1,Geog/MSOA
W01000023,1,Geog/LSOA,W02000007,1,Geog/MSOA
W01000024,1,Geog/LSOA,W02000007,1,Geog/MSOA
W01000025,1,Geog/LSOA,W02000009,1,Geog/MSOA
W01000026,1,Geog/LSOA,W02000005,1,Geog/MSOA
W01000027,1,Geog/LSOA,W02000009,1,Geog/MSOA
W01000028,1,Geog/LSOA,W02000001,1,Geog/MSOA
W01000029,1,Geog/LSOA,W02000003,1,Geog/MSOA
W01000030,1,Geog/LSOA,W02000003,1,Geog/MSOA
W01000031,1,Geog/LSOA,W02000001,1,Geog/MSOA
W01000032,1,Geog/LSOA,W02000002,1,Geog/MSOA
W01000033,1,Geog/LSOA,W02000003,1,Geog/MSOA
