YearCode,AreaCode,Data,RowRef,Measure,NoteCodes
201516,516,1294,2,1,
201516,516,4035,1,1,
201516,518,1.61978022,3,2,
201516,518,2.010989011,2,2,
201516,518,4.29010989,1,2,
201516,518,1474,3,1,
201516,518,1830,2,1,
201516,518,3904,1,1,
201516,520,0.309668695,3,2,
201516,520,1.812035159,2,2,
201516,520,3.998647735,1,2,
201516,520,458,3,1,
201516,520,2680,2,1,
201516,520,5914,1,1,
201516,522,1.58783008,3,2,
201516,522,1.77554535,2,2,
201516,522,4.901262916,1,2,
201516,522,2766,3,1,
201516,522,3093,2,1,
201516,522,8538,1,1,
201516,524,0.357981221,3,2,
201516,524,1.320422535,2,2,
201516,524,5.083333333,1,2,
201516,524,305,3,1,
201516,524,1125,2,1,
201516,524,4331,1,1,
201516,526,0,3,1,
201516,526,0,3,2,
201516,526,4.655797101,2,2,
201516,526,4.992753623,1,2,
201516,526,2570,2,1,
201516,526,2756,1,1,
201516,528,0.397683398,3,2,
201516,528,2.934362934,2,2,
201516,528,5.569111969,1,2,
201516,528,515,3,1,
201516,528,3800,2,1,
201516,528,7212,1,1,
201516,530,0.90914037,2,2,
201516,530,1.59085963,3,2,
201516,530,4.285636561,1,2,
201516,530,1671,2,1,
201516,530,2924,3,1,
201516,530,7877,1,1,
201516,532,1.313284014,2,2,
201516,532,1.700225153,3,2,
201516,532,4.183338694,1,2,
201516,532,4083,2,1,
201516,532,5286,3,1,
201516,532,13006,1,1,
201516,534,0.495431894,3,2,
201516,534,2.530315615,2,2,
201516,534,4.097591362,1,2,
201516,534,1193,3,1,
201516,534,6093,2,1,
201516,534,9867,1,1,
201516,536,0.902571042,3,2,
201516,536,3.228010825,2,2,
201516,536,5.229364005,1,2,
201516,536,1334,3,1,
201516,536,4771,2,1,
201516,536,7729,1,1,
201516,538,0.137006701,2,2,
201516,538,1.260610573,3,2,
201516,538,5.361131794,1,2,
201516,538,184,2,1,
201516,538,1693,3,1,
201516,538,7200,1,1,
201516,540,0.577901924,3,2,
201516,540,1.034140286,2,2,
201516,540,5.270949721,1,2,
201516,540,1862,3,1,
201516,540,3332,2,1,
201516,540,16983,1,1,
201516,542,0,3,1,
201516,542,0,3,2,
201516,542,0.783267457,2,2,
201516,542,5.375494071,1,2,
201516,542,1189,2,1,
201516,542,8160,1,1,
201516,544,0.905576208,3,2,
201516,544,1.489962825,2,2,
201516,544,4.935315985,1,2,
201516,544,2436,3,1,
201516,544,4008,2,1,
201516,544,13276,1,1,
201516,545,0,3,1,
201516,545,0,3,2,
201516,545,3.110882957,2,2,
201516,545,6.128336756,1,2,
201516,545,3030,2,1,
201516,545,5969,1,1,
201516,546,0.405078597,3,2,
201516,546,4.15356711,1,2,
201516,546,4.737001209,2,2,
201516,546,670,3,1,
201516,546,6870,1,1,
201516,546,7835,2,1,
201516,548,2.924770642,2,2,
201516,548,3.546788991,3,2,
201516,548,6.374311927,1,2,
201516,548,1594,2,1,
201516,548,1933,3,1,
201516,548,3474,1,1,
201516,550,0.466046888,3,2,
201516,550,1.272433306,2,2,
201516,550,4.238480194,1,2,
201516,550,1153,3,1,
201516,550,3148,2,1,
201516,550,10486,1,1,
201516,552,0,3,1,
201516,552,0,3,2,
201516,552,1.48434238,2,2,
201516,552,6.276143481,1,2,
201516,552,7821,2,1,
201516,552,33069,1,1,
201516,596,0.723091798,3,2,a
201516,596,1.835166845,2,2,a
201516,596,4.962240978,1,2,a
201516,596,27672,3,1,t
201516,596,70230,2,1,t
201516,596,189900,1,1,t
201617,512,2.403323263,2,2,
201617,512,2.432024169,3,2,
201617,512,3.570996979,1,2,
201617,512,1591,2,1,
201617,512,1610,3,1,
201617,512,2364,1,1,
201617,514,0.326454034,3,2,
201617,514,2.457786116,2,2,
201617,514,5.555347092,1,2,
201617,514,348,3,1,
201617,514,2620,2,1,
201617,514,5922,1,1,
201617,516,0.917748918,3,2,
201617,516,1.391774892,2,2,
201617,516,3.554112554,1,2,
201617,516,848,3,1,
201617,516,1286,2,1,
201617,516,3284,1,1,
201617,518,1.597613883,3,2,
201617,518,2.173535792,2,2,
201617,518,4.278741866,1,2,
201617,518,1473,3,1,
201617,518,2004,2,1,
201617,518,3945,1,1,
201617,520,0.116798846,3,2,
201617,520,1.475847152,2,2,
201617,520,4.359769286,1,2,
201617,520,162,3,1,
201617,520,2047,2,1,
201617,520,6047,1,1,
201617,522,1.674494455,3,2,
201617,522,1.754729289,2,2,
201617,522,5.706457926,1,2,
201617,522,2567,3,1,
201617,522,2690,2,1,
201617,522,8748,1,1,
201617,524,0.375894988,3,2,
201617,524,1.038186158,2,2,
201617,524,4.780429594,1,2,
201617,524,315,3,1,
201617,524,870,2,1,
201617,524,4006,1,1,
201617,526,1.791127542,2,2,
201617,526,3.25323475,3,2,
201617,526,4.458410351,1,2,
201617,526,969,2,1,
201617,526,1760,3,1,
201617,526,2412,1,1,
201617,528,0.483221477,3,2,
201617,528,1.944071588,2,2,
201617,528,5.152870992,1,2,
201617,528,648,3,1,
201617,528,2607,2,1,
201617,528,6910,1,1,
201617,530,1.138385502,2,2,
201617,530,1.769906645,3,2,
201617,530,4.172432729,1,2,
201617,530,2073,2,1,
201617,530,3223,3,1,
201617,530,7598,1,1,
201617,532,1.247662045,3,2,
201617,532,1.623992261,2,2,
201617,532,3.667849081,1,2,
201617,532,3869,3,1,
201617,532,5036,2,1,
201617,532,11374,1,1,
201617,534,0.920710572,3,2,
201617,534,3.04982669,2,2,
201617,534,4.009532062,1,2,
201617,534,2125,3,1,
201617,534,7039,2,1,
201617,534,9254,1,1,
201617,536,0,3,1,
201617,536,0,3,2,
201617,536,4.947811448,2,2,
201617,536,6.909090909,1,2,
201617,536,5878,2,1,
201617,536,8208,1,1,
201617,538,4.11E-02,2,2,
201617,538,4.491398654,1,2,
201617,538,4.532535527,3,2,
201617,538,55,2,1,
201617,538,6005,1,1,
201617,538,6060,3,1,
201617,540,0.831467474,3,2,
201617,540,1.349773071,2,2,
201617,540,5.085325265,1,2,
201617,540,2748,3,1,
201617,540,4461,2,1,
201617,540,16807,1,1,
201617,542,0.514447236,2,2,
201617,542,4.633165829,1,2,
201617,542,819,2,1,
201617,542,7376,1,1,
201617,544,1.345982906,3,2,
201617,544,1.384273504,2,2,
201617,544,5.171623932,1,2,
201617,544,3937,3,1,
201617,544,4049,2,1,
201617,544,15127,1,1,
201617,545,0.288384513,3,2,
201617,545,2.971962617,2,2,
201617,545,4.433911883,1,2,
201617,545,216,3,1,
201617,545,2226,2,1,
201617,545,3321,1,1,
201617,546,0.391029327,3,2,
201617,546,3.201840138,1,2,
201617,546,4.94307073,2,2,
201617,546,680,3,1,
201617,546,5568,1,1,
201617,546,8596,2,1,
201617,548,2.432773109,3,2,
201617,548,2.907563025,2,2,
201617,548,4.697478992,1,2,
201617,548,1737,3,1,
201617,548,2076,2,1,
201617,548,3354,1,1,
201617,550,0.372093023,3,2,
201617,550,1.620930233,2,2,
201617,550,3.781782946,1,2,
201617,550,960,3,1,
201617,550,4182,2,1,
201617,550,9757,1,1,
201617,552,1.427101879,2,2,
201617,552,5.307220574,1,2,
201617,552,6.733531157,3,2,
201617,552,7214,2,1,
201617,552,26828,1,1,
201617,552,34038,3,1,
201617,596,1.84235144,3,2,a
201617,596,1.870628256,2,2,a
201617,596,4.629929839,1,2,a
201617,596,69324,3,1,t
201617,596,70388,2,1,t
201617,596,174215,1,1,t
201718,512,1.595278246,3,2,
201718,512,2.910623946,2,2,
201718,512,4.048903879,1,2,
201718,512,946,3,1,
201718,512,1726,2,1,
201718,512,2401,1,1,
201718,514,0.420901246,3,2,
201718,514,2.264621285,2,2,
201718,514,4.67114094,1,2,
201718,514,439,3,1,
201718,514,2362,2,1,
201718,514,4872,1,1,
201718,516,0.612426036,2,2,
201718,516,0.842209073,3,2,
201718,516,2.989151874,1,2,
201718,516,621,2,1,
201718,516,854,3,1,
201718,516,3031,1,1,
201718,518,1.885154062,2,2,
201718,518,4.175070028,3,2,
201718,518,4.6232493,1,2,
201718,518,1346,2,1,
201718,518,2981,3,1,
201718,518,3301,1,1,
201718,520,0.264384559,2,2,
201718,520,1.595047342,3,2,
201718,520,4.117989803,1,2,
201718,520,363,2,1,
201718,520,2190,3,1,
201718,520,5654,1,1,
201718,522,1.817154255,2,2,
201718,522,2.807180851,3,2,
201718,522,4.54587766,1,2,
201718,522,2733,2,1,
201718,522,4222,3,1,
201718,522,6837,1,1,
201718,524,0.323059361,3,2,
201718,524,1.121004566,2,2,
201718,524,4.73630137,1,2,
201718,524,283,3,1,
201718,524,982,2,1,
201718,524,4149,1,1,
201718,526,0.867307692,2,2,
201718,526,3.113461538,3,2,
201718,526,4.605769231,1,2,
201718,526,451,2,1,
201718,526,1619,3,1,
201718,526,2395,1,1,
201718,528,0.654753395,3,2,
201718,528,2.857040743,2,2,
201718,528,4.543959971,1,2,
201718,528,916,3,1,
201718,528,3997,2,1,
201718,528,6357,1,1,
201718,530,1.031715521,2,2,
201718,530,1.329168669,3,2,
201718,530,3.920711197,1,2,
201718,530,2147,2,1,
201718,530,2766,3,1,
201718,530,8159,1,1,
201718,532,1.084263959,2,2,
201718,532,1.902199662,3,2,
201718,532,3.241285956,1,2,
201718,532,3204,2,1,
201718,532,5621,3,1,
201718,532,9578,1,1,
201718,534,0.40480427,3,2,
201718,534,3.383451957,2,2,
201718,534,3.704626335,1,2,
201718,534,910,3,1,
201718,534,7606,2,1,
201718,534,8328,1,1,
201718,536,0,3,1,
201718,536,0,3,2,
201718,536,4.363049096,2,2,
201718,536,5.276485788,1,2,
201718,536,6754,2,1,
201718,536,8168,1,1,
201718,538,0.356918239,2,2,
201718,538,1.264150943,3,2,
201718,538,6.65408805,1,2,
201718,538,454,2,1,
201718,538,1608,3,1,
201718,538,8464,1,1,
201718,540,0.786726998,3,2,
201718,540,1.176168929,2,2,
201718,540,4.854600302,1,2,
201718,540,2608,3,1,
201718,540,3899,2,1,
201718,540,16093,1,1,
201718,542,0,3,1,
201718,542,0,3,2,
201718,542,1.363844394,2,2,
201718,542,5.005339436,1,2,
201718,542,1788,2,1,
201718,542,6562,1,1,
201718,544,1.162116992,2,2,
201718,544,1.791643454,3,2,
201718,544,6.624512535,1,2,
201718,544,2086,2,1,
201718,544,3216,3,1,
201718,544,11891,1,1,
201718,545,0.196843083,3,2,
201718,545,2.546889508,2,2,
201718,545,3.922934076,1,2,
201718,545,212,3,1,
201718,545,2743,2,1,
201718,545,4225,1,1,
201718,546,0.327091867,3,2,
201718,546,3.567583382,1,2,
201718,546,4.852545348,2,2,
201718,546,559,3,1,
201718,546,6097,1,1,
201718,546,8293,2,1,
201718,548,2.400289017,3,2,
201718,548,2.404624277,2,2,
201718,548,4.115606936,1,2,
201718,548,1661,3,1,
201718,548,1664,2,1,
201718,548,2848,1,1,
201718,550,0.686253561,3,2,
201718,550,1.260327635,2,2,
201718,550,3.417022792,1,2,
201718,550,1927,3,1,
201718,550,3539,2,1,
201718,550,9595,1,1,
201718,552,0.317801673,3,2,
201718,552,1.715452011,2,2,
201718,552,6.042612505,1,2,
201718,552,1596,3,1,
201718,552,8615,2,1,
201718,552,30346,1,1,
201718,596,1.00718761,3,2,a
201718,596,1.82736174,2,2,a
201718,596,4.593316879,1,2,a
201718,596,37134,3,1,t
201718,596,67373,2,1,t
201718,596,169351,1,1,t
201819,512,1.155455904,3,2,
201819,512,1.638266069,2,2,
201819,512,3.496263079,1,2,
201819,512,773,3,1,
201819,512,1096,2,1,
201819,512,2339,1,1,
201819,514,0.215568862,3,2,
201819,514,2.003992016,2,2,
201819,514,4.290419162,1,2,
201819,514,216,3,1,
201819,514,2008,2,1,
201819,514,4299,1,1,
201819,516,1.223034735,2,2,
201819,516,1.407678245,3,2,
201819,516,3.154478976,1,2,
201819,516,1338,2,1,
201819,516,1540,3,1,
201819,516,3451,1,1,
201819,518,1.226815642,2,2,
201819,518,2.344134078,3,2,
201819,518,4.224581006,1,2,
201819,518,1098,2,1,
201819,518,2098,3,1,
201819,518,3781,1,1,
201819,520,0.230638298,2,2,
201819,520,1.803404255,3,2,
201819,520,3.828085106,1,2,
201819,520,271,2,1,
201819,520,2119,3,1,
201819,520,4498,1,1,
201819,522,1.292879257,3,2,
201819,522,1.917027864,2,2,
201819,522,3.7374613,1,2,
201819,522,2088,3,1,
201819,522,3096,2,1,
201819,522,6036,1,1,
201819,524,0.361317747,3,2,
201819,524,0.954303932,2,2,
201819,524,4.697130712,1,2,
201819,524,340,3,1,
201819,524,898,2,1,
201819,524,4420,1,1,
201819,526,1.937629938,2,2,
201819,526,3.544698545,3,2,
201819,526,3.975051975,1,2,
201819,526,932,2,1,
201819,526,1705,3,1,
201819,526,1912,1,1,
201819,528,1.317800559,3,2,
201819,528,3.172413793,2,2,
201819,528,4.448275862,1,2,
201819,528,1414,3,1,
201819,528,3404,2,1,
201819,528,4773,1,1,
201819,530,0.554046714,2,2,
201819,530,1.410646388,3,2,
201819,530,4.476371537,1,2,
201819,530,1020,2,1,
201819,530,2597,3,1,
201819,530,8241,1,1,
201819,532,1.24034188,2,2,
201819,532,2.41982906,3,2,
201819,532,3.056410256,1,2,
201819,532,3628,2,1,
201819,532,7078,3,1,
201819,532,8940,1,1,
201819,534,0.371453138,3,2,
201819,534,3.351246776,2,2,
201819,534,3.439380911,1,2,
201819,534,864,3,1,
201819,534,7795,2,1,
201819,534,8000,1,1,
201819,536,0.474424552,3,2,
201819,536,2.058823529,2,2,
201819,536,5.224424552,1,2,
201819,536,742,3,1,
201819,536,3220,2,1,
201819,536,8171,1,1,
201819,538,0.490551181,2,2,
201819,538,0.741732283,3,2,
201819,538,5.556692913,1,2,
201819,538,623,2,1,
201819,538,942,3,1,
201819,538,7057,1,1,
201819,540,0.456904265,2,2,
201819,540,0.506710409,3,2,
201819,540,4.580674023,1,2,
201819,540,1532,2,1,
201819,540,1699,3,1,
201819,540,15359,1,1,
201819,542,0,3,1,
201819,542,0,3,2,
201819,542,1.12275664,2,2,
201819,542,3.305814788,1,2,
201819,542,1564,2,1,
201819,542,4605,1,1,
201819,544,0.66301059,2,2,
201819,544,0.849470499,3,2,
201819,544,4.798789713,1,2,
201819,544,1753,2,1,
201819,544,2246,3,1,
201819,544,12688,1,1,
201819,545,0.45681382,3,2,
201819,545,3.250479846,2,2,
201819,545,4.34452975,1,2,
201819,545,476,3,1,
201819,545,3387,2,1,
201819,545,4527,1,1,
201819,546,0.228767123,3,2,
201819,546,1.537328767,2,2,
201819,546,2.03390411,1,2,
201819,546,668,3,1,
201819,546,4489,2,1,
201819,546,5939,1,1,
201819,548,2.745583039,2,2,
201819,548,3.835689046,3,2,
201819,548,5.480565371,1,2,
201819,548,1554,2,1,
201819,548,2171,3,1,
201819,548,3102,1,1,
201819,550,0.717275495,3,2,
201819,550,1.056697108,2,2,
201819,550,3.629375951,1,2,
201819,550,1885,3,1,
201819,550,2777,2,1,
201819,550,9538,1,1,
201819,552,0.420157346,3,2,
201819,552,1.658728471,2,2,
201819,552,5.702105039,1,2,
201819,552,1976,3,1,
201819,552,7801,2,1,
201819,552,26817,1,1,
201819,596,0.934863589,3,2,a
201819,596,1.450262329,2,2,a
201819,596,4.15773872,1,2,a
201819,596,35637,3,1,t
201819,596,55284,2,1,t
201819,596,158493,1,1,t
201920,512,1.115492958,2,2,
201920,512,1.308450704,3,2,
201920,512,3.188732394,1,2,
201920,512,792,2,1,
201920,512,929,3,1,
201920,512,2264,1,1,
201920,514,0.263527054,3,2,
201920,514,1.755511022,2,2,
201920,514,4.304609218,1,2,
201920,514,263,3,1,
201920,514,1752,2,1,
201920,514,4296,1,1,
201920,516,0.860920666,2,2,
201920,516,1.063663075,3,2,
201920,516,3.418217434,1,2,
201920,516,879,2,1,
201920,516,1086,3,1,
201920,516,3490,1,1,
201920,518,1.081283422,2,2,
201920,518,2.130481283,3,2,
201920,518,3.315508021,1,2,
201920,518,1011,2,1,
201920,518,1992,3,1,
201920,518,3100,1,1,
201920,520,0.435312024,2,2,
201920,520,1.725266362,3,2,
201920,520,3.904109589,1,2,
201920,520,572,2,1,
201920,520,2267,3,1,
201920,520,5130,1,1,
201920,522,1.006040268,3,2,
201920,522,1.936241611,2,2,
201920,522,4.026174497,1,2,
201920,522,1499,3,1,
201920,522,2885,2,1,
201920,522,5999,1,1,
201920,524,0.217391304,3,2,
201920,524,1.143961353,2,2,
201920,524,3.6647343,1,2,
201920,524,225,3,1,
201920,524,1184,2,1,
201920,524,3793,1,1,
201920,526,1.870212766,2,2,
201920,526,3.506382979,1,2,
201920,526,4.221276596,3,2,
201920,526,879,2,1,
201920,526,1648,1,1,
201920,526,1984,3,1,
201920,528,2.088924818,3,2,
201920,528,2.438965238,2,2,
201920,528,4.164915117,1,2,
201920,528,2584,3,1,
201920,528,3017,2,1,
201920,528,5152,1,1,
201920,530,0.559664694,2,2,
201920,530,1.051282051,3,2,
201920,530,3.74112426,1,2,
201920,530,1135,2,1,
201920,530,2132,3,1,
201920,530,7587,1,1,
201920,532,0.93557423,2,2,
201920,532,1.515406162,3,2,
201920,532,2.980742297,1,2,
201920,532,2672,2,1,
201920,532,4328,3,1,
201920,532,8513,1,1,
201920,534,0.476536043,3,2,
201920,534,3.455249153,2,2,
201920,534,3.508466376,1,2,
201920,534,985,3,1,
201920,534,7142,2,1,
201920,534,7252,1,1,
201920,536,0.79494008,3,2,
201920,536,2.533288948,2,2,
201920,536,5.304926764,1,2,
201920,536,1194,3,1,
201920,536,3805,2,1,
201920,536,7968,1,1,
201920,538,0.37414966,3,2,
201920,538,0.517857143,2,2,
201920,538,5.022108844,1,2,
201920,538,440,3,1,
201920,538,609,2,1,
201920,538,5906,1,1,
201920,540,0.330764075,2,2,
201920,540,0.425268097,3,2,
201920,540,4.350201072,1,2,
201920,540,987,2,1,
201920,540,1269,3,1,
201920,540,12981,1,1,
201920,542,1.122344945,2,2,
201920,542,4.127442651,1,2,
201920,542,1321,2,1,
201920,542,4858,1,1,
201920,544,0.61295613,2,2,
201920,544,1.051660517,3,2,
201920,544,4.98195982,1,2,
201920,544,1495,2,1,
201920,544,2565,3,1,
201920,544,12151,1,1,
201920,545,0.526416907,3,2,
201920,545,2.202689721,2,2,
201920,545,4.102785783,1,2,
201920,545,548,3,1,
201920,545,2293,2,1,
201920,545,4271,1,1,
201920,546,0.283538796,3,2,
201920,546,1.024655547,2,2,
201920,546,2.054749819,1,2,
201920,546,782,3,1,
201920,546,2826,2,1,
201920,546,5667,1,1,
201920,548,1.069918699,2,2,
201920,548,2.510569106,3,2,
201920,548,4.338211382,1,2,
201920,548,658,2,1,
201920,548,1544,3,1,
201920,548,2668,1,1,
201920,550,0.714801444,2,2,
201920,550,0.903183459,3,2,
201920,550,2.95864785,1,2,
201920,550,2178,2,1,
201920,550,2752,3,1,
201920,550,9015,1,1,
201920,552,0.407668394,3,2,
201920,552,1.446632124,2,2,
201920,552,5.142797927,1,2,
201920,552,1967,3,1,
201920,552,6980,2,1,
201920,552,24814,1,1,
201920,596,0.883631544,3,2,a
201920,596,1.247766733,2,2,a
201920,596,3.936991385,1,2,a
201920,596,33335,3,1,t
201920,596,47072,2,1,t
201920,596,148523,1,1,t
202021,512,1.4144427,2,2,
202021,512,1.494505495,3,2,
202021,512,3.778649922,1,2,
202021,512,901,2,1,
202021,512,952,3,1,
202021,512,2407,1,1,
202021,514,0.237447699,3,2,
202021,514,1.906903766,2,2,
202021,514,7.127615063,1,2,
202021,514,227,3,1,
202021,514,1823,2,1,
202021,514,6814,1,1,
202021,516,0,3,1,
202021,516,0,3,2,
202021,516,1.176470588,2,2,
202021,516,2.835493519,1,2,
202021,516,1180,2,1,
202021,516,2844,1,1,
202021,518,0,3,1,
202021,518,0,3,2,
202021,518,7.21E-02,2,2,
202021,518,1.812638581,1,2,
202021,518,65,2,1,
202021,518,1635,1,1,
202021,520,0.268588771,2,2,
202021,520,4.775417299,1,2,
202021,520,5.245068285,3,2,
202021,520,354,2,1,
202021,520,6294,1,1,
202021,520,6913,3,1,
202021,522,2.353140917,3,2,
202021,522,3.265704584,2,2,
202021,522,4.55008489,1,2,
202021,522,2772,3,1,
202021,522,3847,2,1,
202021,522,5360,1,1,
202021,524,0.345226615,3,2,
202021,524,3.482160077,2,2,
202021,524,4.331726133,1,2,
202021,524,358,3,1,
202021,524,3611,2,1,
202021,524,4492,1,1,
202021,526,1.727810651,2,2,
202021,526,4.029585799,1,2,
202021,526,10.47928994,3,2,
202021,526,584,2,1,
202021,526,1362,1,1,
202021,526,3542,3,1,
202021,528,6.204887218,2,2,
202021,528,7.090225564,3,2,
202021,528,10.29323308,1,2,
202021,528,3301,2,1,
202021,528,3772,3,1,
202021,528,5476,1,1,
202021,530,1.465238095,2,2,
202021,530,1.70952381,3,2,
202021,530,5.691904762,1,2,
202021,530,3077,2,1,
202021,530,3590,3,1,
202021,530,11953,1,1,
202021,532,1.57591623,2,2,
202021,532,5.762303665,3,2,
202021,532,7.419371728,1,2,
202021,532,3010,2,1,
202021,532,11006,3,1,
202021,532,14171,1,1,
202021,534,1.537731134,3,2,
202021,534,3.635182409,2,2,
202021,534,5.113943028,1,2,
202021,534,3077,3,1,
202021,534,7274,2,1,
202021,534,10233,1,1,
202021,536,2.384263495,3,2,
202021,536,5.965233303,1,2,
202021,536,10.54986276,2,2,
202021,536,2606,3,1,
202021,536,6520,1,1,
202021,536,11531,2,1,
202021,538,0.237957611,3,2,
202021,538,0.554913295,2,2,
202021,538,4.778420039,1,2,
202021,538,247,3,1,
202021,538,576,2,1,
202021,538,4960,1,1,
202021,540,0.411129848,3,2,
202021,540,0.848229342,2,2,
202021,540,5.901517707,1,2,
202021,540,1219,3,1,
202021,540,2515,2,1,
202021,540,17498,1,1,
202021,542,0.626789366,2,2,
202021,542,2.282208589,1,2,
202021,542,613,2,1,
202021,542,2232,1,1,
202021,544,0.870992661,2,2,
